2026/08/20 12:34:44.411, 1, 0, 0, 1
2026/08/20 12:34:45.411, 0, 2, 0, 414
2026/08/20 12:34:45.411, 1, 0, 0, 1
2026/08/20 12:34:46.412, 0, 2, 0, 414
2026/08/20 12:34:46.412, 1, 0, 0, 1
2026/08/20 12:34:47.412, 0, 2, 0, 414
2026/08/20 12:34:47.412, 1, 0, 0, 1
2026/08/20 12:34:48.412, 0, 2, 1, 414
2026/08/20 12:34:48.413, 1, 0, 0, 1
2026/08/20 12:34:49.413, 0, 2, 0, 414
2026/08/20 12:34:49.413, 1, 0, 0, 1
2026/08/20 12:34:50.413, 0, 3, 1, 414
2026/08/20 12:34:50.414, 1, 0, 0, 1
2026/08/20 12:34:51.414, 0, 2, 0, 414
2026/08/20 12:34:51.414, 1, 0, 0, 1
2026/08/20 12:34:52.414, 0, 2, 0, 414
2026/08/20 12:34:52.415, 1, 0, 0, 1
2026/08/20 12:34:53.415, 0, 2, 0, 414
2026/08/20 12:34:53.415, 1, 0, 0, 1
2026/08/20 12:34:54.415, 0, 2, 0, 414
2026/08/20 12:34:54.416, 1, 0, 0, 1
2026/08/20 12:34:55.417, 0, 2, 0, 414
2026/08/20 12:34:55.417, 1, 0, 0, 1
2026/08/20 12:34:56.417, 0, 3, 0, 414
2026/08/20 12:34:56.417, 1, 0, 0, 1
2026/08/20 12:34:57.418, 0, 2, 0, 414
2026/08/20 12:34:57.419, 1, 0, 0, 1
2026/08/20 12:34:58.420, 0, 2, 0, 414
2026/08/20 12:34:58.420, 1, 0, 0, 1
2026/08/20 12:34:59.420, 0, 2, 0, 414
2026/08/20 12:34:59.421, 1, 0, 0, 1
2026/08/20 12:35:00.422, 0, 2, 0, 414
2026/08/20 12:35:00.422, 1, 0, 0, 1
2026/08/20 12:35:01.424, 0, 3, 1, 414
2026/08/20 12:35:01.424, 1, 0, 0, 1
2026/08/20 12:35:02.424, 0, 2, 0, 414
2026/08/20 12:35:02.425, 1, 0, 0, 1
2026/08/20 12:35:03.425, 0, 2, 0, 414
2026/08/20 12:35:03.425, 1, 0, 0, 1
